job_title,years_experience,education_level,location,company_size,industry,performance_rating,certifications,salary
Software Engineer,0,PhD,Chicago,Medium,Healthcare,1.8835588779027947,1,61436
Marketing Manager,3,Master,Los Angeles,Small,Manufacturing,4.149932709687532,0,128595
Data Scientist,1,Master,Seattle,Small,Retail,2.979518188689537,1,114580
Sales Representative,9,PhD,San Francisco,Startup,Retail,2.491812223307058,1,96954
Product Manager,7,PhD,Remote,Small,Finance,1.7417413370554709,2,67709
Project Manager,8,PhD,Austin,Large,Finance,4.465120425629745,3,260672
Operations Manager,6,High School,Atlanta,Medium,Technology,4.614759129439545,2,77811
Marketing Manager,8,PhD,Remote,Small,Healthcare,3.074712068779451,1,105434
Software Engineer,1,Master,Denver,Large,Manufacturing,4.685098868996151,5,181802
Software Engineer,3,PhD,Atlanta,Startup,Technology,2.859155850113083,5,104354
Project Manager,5,Bachelor,Chicago,Small,Healthcare,1.428969894402075,0,38314
UX Designer,5,Master,Chicago,Large,Finance,1.0681583042118876,3,48787
Product Manager,6,Master,Los Angeles,Startup,Manufacturing,1.5135112245339988,4,56380
DevOps Engineer,1,Master,Los Angeles,Large,Finance,3.490625332079223,3,136758
Finance Analyst,0,High School,New York,Startup,Finance,2.2836207878810324,2,37268
Data Scientist,12,High School,Chicago,Medium,Retail,3.5932360130794936,3,120184
DevOps Engineer,4,Master,Denver,Small,Healthcare,3.0319044929765475,0,82500
UX Designer,0,Bachelor,Los Angeles,Medium,Technology,2.332050299084025,3,52885
Data Scientist,7,Master,San Francisco,Medium,Retail,1.8747191979934392,4,102137
Product Manager,12,High School,Denver,Small,Healthcare,1.3241749752378071,5,36613
Business Analyst,0,Bachelor,San Francisco,Medium,Healthcare,4.129564245519469,2,119603
UX Designer,8,Master,Remote,Medium,Healthcare,4.276016724661828,2,180236
Data Scientist,13,High School,New York,Large,Manufacturing,3.1658032527040447,1,158999
Product Manager,13,Bachelor,Austin,Startup,Retail,1.6283786912591562,2,53426
HR Manager,12,PhD,Austin,Medium,Technology,2.054116184425022,4,88485
DevOps Engineer,3,PhD,Boston,Small,Retail,4.820580973966397,4,227458
DevOps Engineer,2,Master,Austin,Large,Finance,1.903763175170194,5,91004
Finance Analyst,0,PhD,Los Angeles,Startup,Healthcare,1.2272192020314994,2,30000
Project Manager,0,High School,Denver,Medium,Finance,3.200197887650038,5,72673
Product Manager,2,Bachelor,Austin,Medium,Retail,2.0476558302102905,3,66572
Marketing Manager,2,Master,Atlanta,Small,Technology,4.829739611221834,4,110993
HR Manager,1,Bachelor,New York,Medium,Finance,3.2990715776882142,2,97713
Business Analyst,2,Bachelor,Austin,Small,Finance,4.863258938817204,2,93712
Sales Representative,0,Bachelor,Austin,Medium,Manufacturing,4.142306519115847,3,86508
Data Scientist,9,High School,Los Angeles,Medium,Retail,3.8923392224649054,5,132098
HR Manager,1,Master,Chicago,Small,Finance,4.321458333546923,2,76363
Product Manager,4,PhD,Seattle,Startup,Retail,3.419542136314203,0,169350
Operations Manager,3,Bachelor,San Francisco,Large,Technology,1.0444851727506528,1,37728
Data Scientist,0,Bachelor,Los Angeles,Small,Finance,2.5698591316512807,4,78749
Software Engineer,14,Bachelor,Austin,Startup,Technology,1.8760723511533106,3,69138
DevOps Engineer,3,High School,Los Angeles,Startup,Finance,2.737250693580823,3,43516
Project Manager,1,PhD,Remote,Small,Healthcare,2.8821980966638177,1,99409
Product Manager,0,Bachelor,Los Angeles,Large,Manufacturing,1.5113242673944587,0,55342
Business Analyst,2,High School,San Francisco,Small,Manufacturing,1.0937261955561173,1,30000
Software Engineer,0,High School,Los Angeles,Medium,Manufacturing,1.552801173392039,2,39718
Finance Analyst,2,Bachelor,Boston,Medium,Technology,4.429708527932779,5,130359
UX Designer,3,Bachelor,Remote,Startup,Retail,4.023416779409038,3,88950
Sales Representative,10,High School,Seattle,Medium,Manufacturing,4.195571619431734,5,107683
Sales Representative,5,High School,Chicago,Large,Finance,2.105226477336207,5,52395
Software Engineer,0,Bachelor,Denver,Small,Finance,1.944396760035727,5,52197
DevOps Engineer,0,High School,Chicago,Large,Healthcare,1.1494896374292503,5,30000
Finance Analyst,2,High School,Austin,Startup,Technology,2.889073844573478,2,48845
Operations Manager,1,Bachelor,San Francisco,Medium,Finance,2.529635433947113,3,99190
DevOps Engineer,0,Bachelor,Boston,Medium,Finance,4.34354440126029,5,129420
HR Manager,8,Master,Boston,Small,Healthcare,3.727470234105745,3,117337
Project Manager,0,PhD,Los Angeles,Large,Healthcare,1.5771437394243266,5,73483
Sales Representative,8,Bachelor,Denver,Large,Retail,4.948620561709075,2,135948
HR Manager,0,Bachelor,Seattle,Small,Retail,4.082562932007022,1,86527
Business Analyst,18,Bachelor,Denver,Medium,Retail,3.8809500627347457,5,124240
Data Scientist,4,PhD,New York,Startup,Finance,1.866462330428563,4,103069
Marketing Manager,6,Master,Boston,Startup,Healthcare,4.620626402464929,4,123049
Product Manager,0,High School,Boston,Small,Technology,2.8956831099510616,1,64981
Finance Analyst,9,PhD,Austin,Small,Retail,2.190623811465945,0,69511
DevOps Engineer,9,Bachelor,Atlanta,Small,Manufacturing,3.6193343524202723,1,111148
Sales Representative,5,Bachelor,Chicago,Large,Finance,1.8470078439456241,1,41647
HR Manager,3,Master,New York,Medium,Technology,4.630262522952459,1,159138
UX Designer,6,Master,Los Angeles,Medium,Finance,4.417374604267872,4,130045
Project Manager,0,Master,Remote,Small,Retail,2.859645477716627,3,83373
Project Manager,4,High School,Austin,Startup,Finance,1.7626296865306,0,31997
Data Scientist,9,PhD,Remote,Large,Retail,2.9860164942586445,0,178416
Product Manager,2,PhD,Remote,Small,Finance,1.596552870229886,0,66274
Product Manager,0,Master,Seattle,Large,Retail,2.079395538753506,2,104580
Project Manager,2,High School,Boston,Small,Healthcare,2.930929562363641,5,71053
Project Manager,6,PhD,Denver,Large,Healthcare,1.084558964195224,1,45839
DevOps Engineer,0,Bachelor,Seattle,Startup,Healthcare,4.062890414187472,3,137601
Finance Analyst,1,Bachelor,Atlanta,Startup,Healthcare,1.7876595087426574,3,30000
Operations Manager,0,Bachelor,Denver,Startup,Healthcare,4.466445029142282,2,70541
Business Analyst,7,PhD,Remote,Startup,Manufacturing,1.089039309679444,4,33397
UX Designer,0,Master,Remote,Medium,Finance,3.128526762807123,2,96283
Business Analyst,5,Bachelor,Boston,Medium,Healthcare,4.106603819775778,2,119375
DevOps Engineer,2,Master,Los Angeles,Large,Manufacturing,1.9517937332506974,1,78754
HR Manager,7,High School,Denver,Small,Manufacturing,3.8302122408453196,4,67913
Marketing Manager,16,Bachelor,San Francisco,Medium,Finance,3.8834712986136486,5,213399
Project Manager,0,High School,Chicago,Small,Finance,3.5513746636565835,5,68744
Software Engineer,1,Master,Los Angeles,Large,Retail,2.457010925588018,2,89421
Operations Manager,8,PhD,Denver,Small,Retail,4.1402591925968935,5,149961
Finance Analyst,1,Master,Chicago,Startup,Healthcare,3.5137348707014837,3,69906
Data Scientist,1,Bachelor,Austin,Startup,Technology,3.3615528365701697,1,70176
Operations Manager,8,Bachelor,Boston,Medium,Retail,4.276645076667453,5,148154
Project Manager,21,Master,Chicago,Large,Technology,1.9785521723780413,4,108106
Sales Representative,4,Bachelor,Denver,Medium,Retail,1.9299518142242915,3,36554
Finance Analyst,1,Bachelor,Atlanta,Medium,Manufacturing,2.545787548595738,0,49977
Marketing Manager,2,High School,Atlanta,Medium,Manufacturing,1.2925322746741892,1,30000
Sales Representative,0,PhD,Boston,Large,Manufacturing,2.3495738774074537,3,91421
Operations Manager,7,Master,Seattle,Startup,Technology,2.625088314135471,2,73598
Software Engineer,7,High School,Seattle,Startup,Healthcare,2.980232731442077,2,74501
Software Engineer,10,Bachelor,Atlanta,Medium,Retail,2.0160538564036883,1,66652
Marketing Manager,0,High School,Seattle,Small,Retail,4.62736979081936,4,79283
Product Manager,4,PhD,Denver,Startup,Technology,2.1403134711070866,2,69471
UX Designer,1,Master,Atlanta,Startup,Manufacturing,4.406203110051183,3,100696
Project Manager,2,PhD,Chicago,Large,Healthcare,2.779809744976618,0,104446
Data Scientist,7,PhD,Boston,Startup,Retail,3.8726267836949217,4,166473
Project Manager,1,High School,Austin,Startup,Healthcare,1.443609551935602,1,30000
Product Manager,5,High School,Chicago,Medium,Healthcare,3.1785488809664377,2,81238
Business Analyst,5,PhD,Chicago,Medium,Finance,4.843303579771204,4,133750
Business Analyst,15,Bachelor,San Francisco,Large,Healthcare,3.6650048374591013,0,175443
Business Analyst,7,Master,Remote,Large,Finance,4.2811570417479095,4,163338
Software Engineer,8,Bachelor,Boston,Small,Technology,2.0442818487100913,4,77640
Software Engineer,3,Bachelor,Atlanta,Startup,Manufacturing,4.20067568355392,1,73004
HR Manager,1,Master,Los Angeles,Medium,Finance,2.4050135248113667,0,70797
Sales Representative,2,High School,Denver,Medium,Healthcare,2.9403124001852565,0,44214
Operations Manager,3,Bachelor,San Francisco,Startup,Manufacturing,1.7518308708263532,4,58937
Data Scientist,5,High School,Atlanta,Large,Healthcare,2.9427935520194826,2,77674
Marketing Manager,4,Master,Austin,Medium,Healthcare,3.062807373222642,4,94479
Operations Manager,2,Bachelor,Remote,Large,Finance,3.4893087131673717,3,99000
Project Manager,1,High School,Chicago,Medium,Technology,4.474535177108148,2,97625
HR Manager,0,High School,Los Angeles,Medium,Healthcare,2.2194046189289223,1,36839
Software Engineer,5,Bachelor,Seattle,Small,Finance,4.93654710303395,0,146989
Marketing Manager,5,Master,Los Angeles,Medium,Healthcare,4.390759815022134,5,149102
Software Engineer,5,PhD,Denver,Startup,Manufacturing,2.611690478099904,2,88438
Data Scientist,2,High School,Remote,Startup,Technology,1.9066545677288103,1,33282
Sales Representative,1,Master,Remote,Startup,Healthcare,1.2859783098760849,4,30000
Operations Manager,7,Bachelor,Seattle,Large,Technology,1.9374567517424968,1,87911
Operations Manager,7,High School,Chicago,Medium,Technology,4.538091686580169,3,93734
Business Analyst,3,High School,Austin,Large,Manufacturing,2.1681256456891917,5,62413
Product Manager,4,High School,Chicago,Small,Manufacturing,1.5519192651683102,1,31741
Business Analyst,2,Master,Denver,Medium,Retail,1.090698357705389,5,30000
Marketing Manager,6,High School,Austin,Startup,Technology,2.1907213747112992,5,46946
UX Designer,9,High School,Chicago,Small,Healthcare,1.8646108405424093,2,48595
Business Analyst,5,Bachelor,Remote,Small,Manufacturing,1.4088093821812344,0,30775
HR Manager,3,High School,New York,Medium,Healthcare,4.80434320486072,2,124048
Business Analyst,3,Master,San Francisco,Startup,Technology,2.0704875018265825,2,70427
Business Analyst,5,Bachelor,Austin,Large,Manufacturing,1.0247073179905275,0,31381
UX Designer,5,PhD,New York,Medium,Retail,4.777102334148816,3,258980
Product Manager,4,Bachelor,Atlanta,Startup,Technology,3.3140527451396458,2,74410
Data Scientist,4,High School,Atlanta,Small,Healthcare,1.3312518543803176,0,30000
HR Manager,0,PhD,Chicago,Medium,Retail,1.1256879095557824,0,30355
Business Analyst,15,Bachelor,Seattle,Small,Technology,1.4313962543356378,2,48481
Sales Representative,7,High School,Chicago,Startup,Manufacturing,3.3659634131817957,5,47208
UX Designer,2,Bachelor,Seattle,Large,Technology,1.2474864196178457,0,39558
Sales Representative,4,Master,Chicago,Large,Finance,3.2725623873281657,5,80385
UX Designer,0,High School,Los Angeles,Small,Healthcare,3.6101640794588037,4,71085
Sales Representative,0,Master,Denver,Small,Manufacturing,1.5903071260200279,2,30000
UX Designer,1,High School,San Francisco,Small,Manufacturing,2.9537309709988953,5,67164
Project Manager,5,Master,Seattle,Medium,Finance,4.855519718533852,3,194201
Sales Representative,9,PhD,Denver,Startup,Retail,4.345953786001299,4,106676
Product Manager,4,Master,Los Angeles,Small,Manufacturing,3.8934573899095413,3,135635
Finance Analyst,3,Bachelor,Atlanta,Small,Retail,3.07094049783735,5,69739
HR Manager,2,High School,Chicago,Small,Retail,2.5770990237319635,2,37406
Marketing Manager,0,Bachelor,Boston,Large,Retail,2.805738944484893,1,93681
Data Scientist,0,Master,Denver,Small,Technology,4.058440031410036,0,105100
Project Manager,7,High School,Chicago,Startup,Finance,3.2171918470336185,4,69409
DevOps Engineer,13,Master,Atlanta,Large,Healthcare,4.058615941170517,2,176064
Software Engineer,3,PhD,Seattle,Startup,Finance,4.879491881732011,0,221141
Business Analyst,5,PhD,Denver,Large,Manufacturing,3.5620566030852427,5,168776
Marketing Manager,12,PhD,Austin,Large,Finance,3.4124142296408255,1,186749
Software Engineer,0,Master,Chicago,Medium,Healthcare,2.624647794039336,3,100069
HR Manager,7,Master,Denver,Large,Technology,1.787015812754953,2,63555
Marketing Manager,4,PhD,Remote,Large,Manufacturing,2.4968029689885793,2,111424
Sales Representative,4,Master,Los Angeles,Startup,Technology,3.080388762061459,5,61120
Sales Representative,1,Bachelor,New York,Startup,Manufacturing,1.1394226292877803,1,30000
DevOps Engineer,5,Master,Seattle,Small,Healthcare,2.903220099289169,3,108140
Software Engineer,7,Bachelor,San Francisco,Medium,Technology,4.448597309659915,2,166381
Data Scientist,0,PhD,San Francisco,Large,Healthcare,4.906497450134498,5,316296
HR Manager,3,Master,Los Angeles,Medium,Healthcare,4.4221946892434,0,135295
Sales Representative,0,PhD,Austin,Small,Finance,1.68792698406615,5,38315
Business Analyst,10,High School,Austin,Medium,Manufacturing,1.6200527670612144,1,36360
Finance Analyst,3,Master,Boston,Large,Retail,2.5732488049582036,2,96105
Product Manager,8,Master,Boston,Startup,Retail,1.9017218823666036,5,76336
Product Manager,2,PhD,New York,Medium,Technology,3.7039780164824503,3,189907
UX Designer,0,PhD,New York,Large,Healthcare,1.3382324179025598,4,82404
Data Scientist,0,PhD,Boston,Small,Finance,2.7748769981467163,2,113402
Product Manager,1,High School,Los Angeles,Large,Manufacturing,2.121424984877639,3,63392
UX Designer,1,High School,Atlanta,Medium,Technology,3.381611547999283,1,74106
Software Engineer,4,PhD,Seattle,Large,Healthcare,4.188260079175864,3,299173
Sales Representative,0,Master,Remote,Large,Retail,4.69425256672588,3,128324
Project Manager,3,Master,Boston,Medium,Retail,4.855410936888343,1,187877
Sales Representative,2,PhD,Austin,Medium,Manufacturing,2.404778135895977,4,63504
Project Manager,4,Bachelor,Seattle,Small,Manufacturing,4.423391127321878,5,116761
Business Analyst,6,High School,Atlanta,Large,Manufacturing,3.3678522748488406,0,76890
Finance Analyst,5,High School,New York,Startup,Technology,3.769021658176492,4,73844
Marketing Manager,20,Bachelor,Chicago,Medium,Manufacturing,4.404522266641399,0,157647
Product Manager,0,PhD,Los Angeles,Large,Technology,1.520452839580329,0,86979
Software Engineer,2,Master,Austin,Startup,Finance,4.789629072128976,0,106165
Project Manager,2,Master,San Francisco,Startup,Healthcare,3.189588361672903,2,91624
Operations Manager,2,High School,San Francisco,Large,Retail,2.344013270166391,4,72865
Product Manager,5,Bachelor,New York,Large,Technology,2.3549250416379595,3,127076
Data Scientist,3,Master,Chicago,Large,Healthcare,4.004001346713072,2,195168
Business Analyst,3,High School,Austin,Startup,Manufacturing,3.7146394525199313,1,64816
Marketing Manager,2,Master,Los Angeles,Large,Retail,3.917920365074004,1,143334
Product Manager,23,Master,New York,Medium,Technology,2.011982017696941,0,141620
Software Engineer,13,Master,Atlanta,Startup,Manufacturing,1.6807848645731203,2,54681
Product Manager,1,High School,San Francisco,Medium,Healthcare,3.887438612104841,5,146300
Project Manager,0,Bachelor,Denver,Medium,Finance,2.193922916645974,5,51742
Data Scientist,9,PhD,Remote,Large,Healthcare,1.8897446143469017,2,117080
Operations Manager,29,Bachelor,Seattle,Medium,Technology,1.8584340139191324,1,85938
HR Manager,1,Master,Boston,Large,Finance,1.593603730243231,3,56234
DevOps Engineer,2,Bachelor,Atlanta,Startup,Finance,2.7072626227007115,4,59730
Operations Manager,14,Master,Los Angeles,Medium,Manufacturing,2.0437943000997905,4,114780
UX Designer,6,High School,Denver,Large,Healthcare,4.575461900868335,0,95703
Product Manager,1,High School,Los Angeles,Small,Technology,3.756558547404392,0,87601
Sales Representative,4,High School,San Francisco,Large,Finance,3.9754481788720444,0,98850
Finance Analyst,14,Master,Atlanta,Small,Manufacturing,2.61444196840734,1,81773
Sales Representative,8,Bachelor,New York,Large,Finance,3.400838072523083,1,126221
Operations Manager,6,PhD,San Francisco,Small,Healthcare,3.0031913628161897,5,152359
Project Manager,6,PhD,Austin,Medium,Retail,1.6698058420900619,4,67353
Sales Representative,0,High School,Austin,Small,Technology,1.191414780203138,5,30000
Software Engineer,8,PhD,Remote,Medium,Retail,3.734073818963359,5,188905
Sales Representative,1,Master,Seattle,Medium,Healthcare,1.4846898369103747,0,36516
Marketing Manager,13,Bachelor,Chicago,Large,Retail,1.2293966128289382,5,45957
HR Manager,2,PhD,Boston,Medium,Healthcare,2.767469330686447,2,82301
Product Manager,9,PhD,New York,Startup,Healthcare,3.952105480034273,5,230261
Business Analyst,1,Bachelor,Denver,Small,Manufacturing,4.075473756929493,3,74294
Sales Representative,3,PhD,Boston,Large,Retail,4.493878426864214,1,156861
Data Scientist,0,Bachelor,Remote,Medium,Finance,1.7968560899950567,5,63147
Business Analyst,5,Master,Atlanta,Small,Healthcare,4.94249757525861,0,120554
HR Manager,9,Master,Chicago,Small,Retail,4.052836287856375,0,116255
Project Manager,6,Master,Los Angeles,Startup,Finance,1.6288533838006916,1,45881
HR Manager,3,High School,Seattle,Small,Technology,4.362885143981643,4,91489
Sales Representative,0,Master,Boston,Large,Finance,2.9958370899394224,4,94770
HR Manager,13,PhD,Boston,Large,Retail,1.266185472159291,4,62508
Business Analyst,6,High School,Seattle,Medium,Retail,1.5281670873170432,4,41094
Finance Analyst,6,High School,Boston,Medium,Finance,2.7355731276371222,2,59428
Project Manager,7,High School,Denver,Large,Finance,3.122027246416323,0,84075
Sales Representative,6,Master,Chicago,Small,Healthcare,4.789969668053047,4,100107
Software Engineer,2,High School,San Francisco,Small,Retail,1.8628498899926487,4,49627
Operations Manager,6,Master,Atlanta,Startup,Healthcare,2.896418040971236,5,63632
Marketing Manager,4,Master,Seattle,Medium,Healthcare,1.90355787710955,3,62917
DevOps Engineer,9,High School,Seattle,Small,Technology,3.23360275570587,3,95489
UX Designer,8,High School,Los Angeles,Small,Retail,4.637272291887126,0,111231
Project Manager,0,PhD,Remote,Medium,Healthcare,3.271002284651496,5,128152
HR Manager,2,High School,Remote,Large,Technology,3.0402821558598117,1,63232
Software Engineer,0,Master,Boston,Small,Healthcare,4.000517627672737,4,121642
Product Manager,0,PhD,Seattle,Startup,Healthcare,1.5904541801239591,2,60823
Product Manager,4,PhD,Boston,Small,Retail,4.622459961739928,3,233503
UX Designer,10,Master,Austin,Small,Finance,3.310535891863338,4,126329
Project Manager,0,High School,Los Angeles,Startup,Finance,3.7452376605916466,1,71240
Project Manager,2,High School,Boston,Large,Retail,4.275843042737597,2,116362
Marketing Manager,12,Bachelor,Austin,Startup,Finance,3.5401513995726086,3,88188
HR Manager,8,High School,New York,Startup,Manufacturing,3.564820741042325,5,85948
Finance Analyst,3,Bachelor,Remote,Medium,Finance,3.9184857638636115,1,83594
UX Designer,7,PhD,Chicago,Small,Healthcare,1.208946225776442,1,43337
Marketing Manager,3,PhD,Remote,Large,Healthcare,2.5288420326929955,5,113367
HR Manager,0,PhD,San Francisco,Small,Technology,4.851746979518749,2,169708
Business Analyst,0,Bachelor,Los Angeles,Large,Retail,2.03174342052057,2,53021
Software Engineer,1,Master,Los Angeles,Startup,Technology,3.16902179309506,3,87052
Operations Manager,2,Master,Seattle,Medium,Healthcare,1.7017098488166598,2,53199
Finance Analyst,13,PhD,Boston,Startup,Healthcare,2.2930972611143403,4,93612
Business Analyst,8,Bachelor,New York,Small,Technology,3.868320170965997,2,138724
Business Analyst,2,Bachelor,San Francisco,Medium,Manufacturing,3.5723760962682336,5,119640
DevOps Engineer,3,PhD,Boston,Medium,Finance,2.657265447351597,1,156470
Product Manager,1,High School,San Francisco,Small,Manufacturing,4.75230476570883,2,127022
Data Scientist,6,PhD,Seattle,Large,Manufacturing,4.100187261932803,3,262129
Software Engineer,8,Bachelor,Seattle,Medium,Manufacturing,2.071695316115359,4,92577
Product Manager,1,High School,Remote,Large,Manufacturing,2.861785254280648,2,83806
Sales Representative,0,Master,Atlanta,Large,Finance,4.51213802321103,4,115586
Business Analyst,4,High School,Remote,Large,Retail,1.0898564538355715,2,30000
Data Scientist,4,Master,Los Angeles,Medium,Technology,3.325865139474844,4,129216
Project Manager,2,Bachelor,Los Angeles,Startup,Manufacturing,1.927841644625587,2,47534
Product Manager,5,PhD,New York,Medium,Manufacturing,1.2552804714129238,2,62637
Marketing Manager,3,PhD,Chicago,Startup,Technology,4.651444328088433,0,136078
Finance Analyst,1,PhD,Austin,Medium,Technology,4.265132092334921,1,146062
Product Manager,2,PhD,Austin,Startup,Retail,1.7411742352185602,3,67375
DevOps Engineer,2,PhD,Boston,Startup,Healthcare,4.347785958643683,3,165317
Operations Manager,10,Bachelor,Seattle,Medium,Retail,1.5857096264323176,0,62303
Marketing Manager,16,Bachelor,Denver,Large,Healthcare,2.904645439435355,2,108343
Software Engineer,11,PhD,Seattle,Large,Finance,3.903093201912952,1,308979
Software Engineer,6,High School,Denver,Startup,Retail,3.135222386559487,4,60405
Software Engineer,4,PhD,Seattle,Small,Finance,4.4031228605717105,0,188185
Software Engineer,5,Master,Austin,Small,Technology,3.467511447011663,3,126058
Operations Manager,13,Master,Chicago,Medium,Retail,2.7278065887487872,3,93293
Product Manager,1,Master,Chicago,Medium,Technology,4.7006483609166025,5,162156
HR Manager,3,Master,Remote,Medium,Manufacturing,1.1451786278915979,5,33059
Product Manager,5,PhD,Remote,Small,Technology,2.9535954348628475,3,108080
Business Analyst,5,Master,New York,Large,Manufacturing,3.6431261607652417,2,176185
Sales Representative,1,High School,Denver,Medium,Healthcare,4.344233561672139,5,68184
Finance Analyst,4,PhD,Denver,Medium,Manufacturing,3.1646260997353015,4,111790
Data Scientist,7,Master,Denver,Large,Healthcare,4.542070879456091,4,183690
HR Manager,3,PhD,Remote,Startup,Manufacturing,2.7051073427902317,4,81014
HR Manager,7,PhD,Seattle,Medium,Manufacturing,2.2685143403674597,2,75472
Business Analyst,2,PhD,Atlanta,Small,Finance,4.895248189817925,3,121954
Product Manager,13,Bachelor,Remote,Small,Finance,3.668723835336969,5,167179
HR Manager,3,Master,Austin,Medium,Technology,2.7031127400442245,5,79640
UX Designer,4,Bachelor,Los Angeles,Small,Finance,4.512758947965056,3,110343
UX Designer,0,High School,Boston,Large,Healthcare,3.732321656186553,2,83685
Sales Representative,0,High School,Atlanta,Startup,Finance,3.5517388228876903,1,32462
Project Manager,5,Bachelor,Seattle,Startup,Technology,3.9141517192778656,2,103299
Data Scientist,2,Master,Seattle,Medium,Retail,3.953172438508464,2,191494
DevOps Engineer,3,PhD,Boston,Medium,Healthcare,2.971933547356421,3,150599
Operations Manager,0,High School,Denver,Startup,Retail,2.677230245591391,4,44160
Product Manager,8,High School,Austin,Startup,Healthcare,4.637130724654541,3,97117
Operations Manager,7,High School,Denver,Medium,Technology,2.988990958249609,5,53727
DevOps Engineer,1,Master,Denver,Small,Finance,1.8632865515981507,1,56231
Product Manager,5,Bachelor,Los Angeles,Medium,Retail,3.086411143300234,0,100376
Product Manager,8,Bachelor,Los Angeles,Large,Retail,1.1376883996545653,5,48043
Data Scientist,5,Master,Chicago,Medium,Finance,3.8932734078430884,0,159211
Operations Manager,1,High School,San Francisco,Medium,Technology,1.5079362362352362,2,46174
UX Designer,5,Master,San Francisco,Medium,Finance,1.4468970613702856,0,77249
Software Engineer,1,Master,Remote,Medium,Manufacturing,4.785424572714593,5,152984
Operations Manager,1,Bachelor,Denver,Medium,Manufacturing,4.090226725834915,4,107720
Finance Analyst,1,Master,Boston,Medium,Manufacturing,2.656915105365228,3,83543
Finance Analyst,4,Master,Denver,Small,Retail,1.9583045696224466,1,44055
Product Manager,0,High School,Austin,Medium,Retail,4.373961922107809,1,108924
Software Engineer,13,PhD,New York,Startup,Technology,4.874335374443009,1,240756
Marketing Manager,2,High School,Boston,Medium,Healthcare,3.03341641842834,5,64177
DevOps Engineer,1,Bachelor,San Francisco,Small,Finance,3.320304288986617,5,138433
Sales Representative,3,PhD,Atlanta,Large,Healthcare,1.9722139659692925,3,55461
Software Engineer,1,High School,Chicago,Startup,Retail,3.3570010562475865,4,63653
Sales Representative,3,Master,Chicago,Medium,Finance,2.6023905401456524,1,57152
Operations Manager,2,Master,Remote,Medium,Retail,4.382313997803467,0,131523
Operations Manager,0,PhD,Denver,Startup,Technology,2.508452079293771,4,67037
Sales Representative,1,PhD,Boston,Medium,Finance,3.5951165938670617,4,100231
Project Manager,2,Master,Austin,Small,Retail,1.8138640537585409,5,59368
DevOps Engineer,0,Bachelor,Atlanta,Medium,Manufacturing,1.362691343445214,5,33390
Software Engineer,7,High School,Remote,Large,Manufacturing,1.1614208797026055,4,34022
Marketing Manager,4,Master,Seattle,Small,Retail,2.662581749322295,1,77303
Product Manager,4,High School,Remote,Medium,Healthcare,1.654114885565614,4,38772
Data Scientist,3,High School,Seattle,Large,Technology,4.973920761065973,5,176723
Operations Manager,4,High School,San Francisco,Startup,Technology,4.193533553705125,1,104861
Finance Analyst,13,High School,Austin,Small,Retail,3.773492606836835,0,69759
DevOps Engineer,0,Bachelor,Seattle,Medium,Technology,4.213273869512559,5,150363
Data Scientist,0,Bachelor,Los Angeles,Medium,Finance,2.0509890344202115,0,62807
Marketing Manager,1,Bachelor,Austin,Startup,Technology,4.517055931540963,0,92892
HR Manager,0,Master,Denver,Startup,Manufacturing,4.982545580013904,5,93277
Business Analyst,0,Master,Denver,Small,Retail,2.159417876285956,5,53108
Product Manager,5,Master,Remote,Small,Finance,4.938594748934215,0,149190
Operations Manager,3,Bachelor,San Francisco,Small,Technology,2.2815861853636603,4,67164
Product Manager,24,High School,Seattle,Medium,Manufacturing,1.0468924707867706,4,51871
Project Manager,1,Bachelor,Denver,Medium,Healthcare,2.468856230909237,1,71736
Data Scientist,1,Master,New York,Small,Technology,4.990060003667876,0,214783
Product Manager,20,PhD,New York,Medium,Manufacturing,3.5406050189498766,2,251062
Business Analyst,8,Master,Seattle,Startup,Manufacturing,3.781890139664299,0,107094
HR Manager,3,High School,San Francisco,Large,Manufacturing,1.9533886083482006,3,62294
Data Scientist,4,Bachelor,New York,Medium,Manufacturing,1.5836803811844624,2,71062
Operations Manager,9,PhD,Denver,Small,Healthcare,4.542041750306247,3,164970
Software Engineer,3,PhD,San Francisco,Medium,Retail,2.6535688187125293,2,147383
Finance Analyst,1,High School,Seattle,Startup,Manufacturing,1.0164303396640948,5,30000
Data Scientist,8,Bachelor,Austin,Small,Retail,2.1769838163240567,1,63382
UX Designer,3,PhD,San Francisco,Large,Healthcare,1.7829284332569362,4,126372
Project Manager,0,Master,Denver,Small,Healthcare,3.4150890300331347,1,90165
HR Manager,3,High School,Austin,Small,Finance,4.024492679789451,2,61515
Project Manager,2,PhD,Atlanta,Small,Finance,2.9899939979351107,0,87077
Data Scientist,10,High School,Remote,Medium,Manufacturing,1.743596104943434,1,70343
Data Scientist,0,Bachelor,Chicago,Large,Retail,1.2318578543312126,2,39606
UX Designer,10,Bachelor,Atlanta,Startup,Healthcare,2.2541360183113484,0,52930
Operations Manager,3,Bachelor,Austin,Medium,Technology,4.223853465979133,4,124937
Project Manager,2,Master,Chicago,Large,Finance,2.678054140543854,2,102684
Data Scientist,0,PhD,Remote,Large,Finance,2.009004409974241,3,95479
Finance Analyst,6,Bachelor,Boston,Medium,Technology,1.0828991097717564,3,30000
Product Manager,13,Master,Atlanta,Small,Retail,2.98424820897576,3,110813
Operations Manager,2,Bachelor,Denver,Large,Retail,3.739288432750063,0,97350
